species_name,biogeog,taxon,class,max_depth,max_length,lat_span_degrees,t_mean,chl_mean,endemism,IUCN,IUCN_category,date_assessed
Thalassoma amblycephalum,tropical,Vertebrate,Actinopterygii,15,16,26.3701,25.57342893,0.494100456,non-endemic,Least Concern,Not applicable,4/03/2009
Thalassoma hardwicke,tropical,Vertebrate,Actinopterygii,15,20,25.20302,26.51346215,0.495970871,non-endemic,Least Concern,Not applicable,12/06/2008
Thalassoma lunare,tropical,Vertebrate,Actinopterygii,20,25,26.56788,24.37997573,0.621051875,non-endemic,Least Concern,Not applicable,12/06/2008
Thalassoma lutescens,tropical,Vertebrate,Actinopterygii,30,30,25.17612,23.99302344,0.515468549,non-endemic,Least Concern,Not applicable,6/03/2009
Thalassoma nigrofasciatum,tropical,Vertebrate,Actinopterygii,15,20,21.8362,25.2756999,0.388334906,non-endemic,Least Concern,Not applicable,9/03/2009
Thalassoma purpureum,warm (temperate),Vertebrate,Actinopterygii,20,46,21.60605,21.89174869,0.375042702,non-endemic,Least Concern,Not applicable,7/03/2009
Thalassoma quinquevittatum,tropical,Vertebrate,Actinopterygii,40,17,22.06749,26.85345019,0.328326681,non-endemic,Least Concern,Not applicable,9/03/2009
Thalassoma septemfasciatum,warm (temperate),Vertebrate,Actinopterygii,16,31,11.21841,21.16615081,0.684662571,endemic,Data Deficient,Not applicable,8/03/2009
Thalassoma trilobatum,tropical,Vertebrate,Actinopterygii,10,30,NA,NA,NA,non-endemic,Not Evaluated,Not applicable,7/03/2009
Thysanophrys cirronasa,warm (temperate),Vertebrate,Actinopterygii,35,45,3.64565,19.66563716,1.060238544,endemic,Not Evaluated,Not applicable,Not Evaluated
Tilodon sexfasciatus,cool (temperate),Vertebrate,Actinopterygii,30,40,9.03567,17.26677063,0.73061336,endemic,Not Evaluated,Not applicable,Not Evaluated
Torquigener pleurogramma,warm (temperate),Vertebrate,Actinopterygii,27,22,9.3107,20.31177544,1.118549464,endemic,Least Concern,Not applicable,8/06/2011
Trachichthys australis,warm (temperate),Vertebrate,Actinopterygii,30,18,12.58649,19.06445996,0.907422694,endemic,Least Concern,Not applicable,26/12/2019
Trachinops caudimaculatus,cool (temperate),Vertebrate,Actinopterygii,35,15,9.36283,15.07821019,1.247500565,endemic,Not Evaluated,Not applicable,Not Evaluated
Trachinops noarlungae,warm (temperate),Vertebrate,Actinopterygii,30,15,5.59305,18.21148027,0.619308967,endemic,Least Concern,Not applicable,22/04/2022
